,county_name,fips,min_lat,max_lat,min_lng,max_lng,population
2160,Harper,40059,36.592753,37.001706,-100.00388000000001,-99.294839,3688
2658,Kinney,48271,29.084260999999998,29.623896999999996,-100.797073,-100.111231,3667
2660,Knox,48275,33.397403999999995,33.836079999999995,-99.996434,-99.472444,3664
2753,Upton,48461,31.079751,31.651635,-102.31805,-101.77499,3657
1706,Kimball,31105,41.001406,41.394633,-104.053514,-103.375489,3632
1547,Mercer,29129,40.263695,40.580505,-93.774821,-93.366741,3617
790,Adams,19003,40.899331,41.158508000000005,-94.928604,-94.470435,3602
2195,Roger Mills,40129,35.421493,36.013684999999995,-100.000396,-99.364097,3583
979,Smith,20183,39.567289,40.002553000000006,-99.067128,-98.503975,3583
248,Baca,8009,36.993016,37.644424,-103.087276,-102.040878,3581
1796,Catron,35003,33.20093,34.581019,-109.04746999999999,-107.711269,3527
1716,Nance,31125,41.264027,41.526947,-98.29150600000001,-97.703627,3519
2534,Baylor,48023,33.397534,33.834207,-99.47565,-98.95293000000001,3509
1744,Webster,31181,40.002205,40.350558,-98.726835,-98.27329300000001,3487
2575,Crockett,48105,30.287333,31.087156,-102.39066700000001,-100.96050100000001,3464
2391,Hanson,46061,43.49904,43.850688,-97.968401,-97.60646899999999,3453
2715,Real,48385,29.623495000000002,30.082356,-100.06374100000001,-99.600862,3452
958,Osborne,20141,39.132695,39.568114,-99.04864,-98.487377,3421
2563,Coke,48081,31.692514000000003,32.086721999999995,-100.82536999999999,-100.235137,3387
1695,Harlan,31083,40.001791,40.351259999999996,-99.630721,-99.178975,3380
1617,Granite,30039,45.938631,46.832132,-113.87888799999999,-113.03608999999999,3379
2364,Bennett,46007,42.996255,43.390173,-102.11081899999999,-101.227749,3365
2396,Jackson,46071,43.388783000000004,43.99515,-102.13923199999999,-101.064017,3344
67,Aleutians East,2013,53.91608000000001,56.945108,-166.225647,-158.890818,3337
1643,Sheridan,30091,48.389176,49.000026,-105.05781499999999,-104.046757,3309
2587,Donley,48129,34.747723,35.183327,-101.090753,-100.538978,3278
86,Petersburg,2195,55.693053000000006,57.426860999999995,-134.666717,-132.051044,3266
2731,Shackelford,48417,32.514654,32.957144,-99.612264,-99.095749,3265
1391,Traverse,27155,45.585215000000005,46.02203,-96.85683399999999,-96.253026,3259
897,Chautauqua,20019,36.998643,37.30273,-96.52577099999999,-95.964096,3250
2004,Emmons,38029,45.941373,46.634975,-100.66189,-99.878415,3241
2670,Lipscomb,48295,36.055323,36.500026,-100.546724,-100.000389,3233
2005,Foster,38031,47.326395,47.587824,-99.266349,-98.499237,3210
2390,Hand,46059,44.194603,44.897227,-99.31258199999999,-98.700453,3191
991,Woodson,20207,37.732727000000004,38.040195000000004,-95.961598,-95.518951,3138
2419,Stanley,46117,44.167965,44.783737,-101.167048,-99.892101,3098
390,Baker,13007,31.078396,31.454760999999998,-84.641953,-84.140852,3038
970,Rush,20165,38.34833,38.697065,-99.58660400000001,-99.03240799999999,3036
1995,Bowman,38011,45.944944,46.280713,-104.04682199999999,-102.99492099999999,3024
2733,Sherman,48421,36.055131,36.500684,-102.163303,-101.62346600000001,3022
231,Sierra,6091,39.391558,39.776877,-121.058203,-120.00081999999999,3005
1735,Sherman,31163,41.046628999999996,41.394681,-99.207577,-98.74433,3001
1684,Franklin,31061,40.001975,40.350681,-99.179478,-98.72590100000001,2979
448,Glascock,13125,33.118881,33.32727,-82.75584599999999,-82.431957,2971
2618,Hall,48191,34.312759,34.748356,-100.946372,-100.415748,2964
940,Lincoln,20105,38.870407,39.21978,-98.49026500000001,-97.928326,2962
1662,Brown,31017,42.085294,42.846102,-100.198575,-99.662379,2955
2382,Douglas,46043,43.196838,43.499319,-98.70724200000001,-98.109463,2921
2566,Collingsworth,48087,34.746358,35.183144,-100.54099699999999,-100.00038,2920
1721,Perkins,31135,40.697539,41.004005,-102.051761,-101.2473,2891
932,Jewell,20089,39.566903,40.002662,-98.50529499999999,-97.931481,2879
2021,Nelson,38063,47.672131,48.195293,-98.52578100000001,-97.88204,2879
2413,Perkins,46105,45.037999,45.945716,-102.957542,-101.999299,2865
2562,Cochran,48079,33.388068,33.825138,-103.056653,-102.594836,2853
1610,Fallon,30025,45.881941999999995,46.685031,-104.906129,-104.044028,2846
416,Clay,13061,31.485871000000003,31.780463,-85.14113,-84.799134,2834
907,Decatur,20039,39.566886,40.002269,-100.74111500000001,-100.17779399999999,2827
985,Trego,20195,38.696264,39.132493,-100.153823,-99.591776,2803
911,Edwards,20047,37.73297,38.0882,-99.570576,-99.01330300000001,2798
942,Logan,20109,38.698921999999996,39.135518,-101.484383,-100.811628,2794
2729,Schleicher,48413,30.706071,31.088733,-100.96236400000001,-100.115216,2793
1697,Hitchcock,31087,40.002144,40.350984999999994,-101.325514,-100.75843499999999,2762
2427,Ziebach,46137,44.511136,45.472871000000005,-102.000462,-101.136162,2756
2362,Aurora,46003,43.498471,43.937708,-98.807771,-98.320595,2751
955,Ness,20135,38.261455,38.69818,-100.248657,-99.58420699999999,2750
2570,Concho,48095,31.086962,31.580267,-100.115216,-99.601525,2726
2804,Wayne,49055,38.150082,38.510178,-111.84888500000001,-109.885124,2711
899,Cheyenne,20023,39.568178,40.003166,-102.051769,-101.409838,2657
2159,Harmon,40057,34.506915,35.030384999999995,-100.000479,-99.666185,2653
896,Chase,20017,38.085553999999995,38.522488,-96.841274,-96.35361999999999,2648
919,Gove,20063,38.697340999999994,39.133455,-100.818795,-100.14794,2636
1685,Frontier,31063,40.349239000000004,40.700485,-100.783018,-99.981193,2627
1720,Pawnee,31133,40.000438,40.262563,-96.46392800000001,-96.010139,2613
538,Webster,13307,31.919166999999998,32.233103,-84.65581999999999,-84.431214,2607
562,Butte,16023,43.284577,44.234156,-113.79803100000001,-112.69493,2597
952,Morton,20129,36.993016,37.38932,-102.04218,-101.555246,2587
925,Hamilton,20075,37.736235,38.263207,-102.044833,-101.526961,2539
912,Elk,20049,37.299232,37.607261,-96.526327,-95.96100200000001,2530
964,Rawlins,20153,39.567726,40.002702,-101.413913,-100.738651,2530
75,Haines,2100,58.122730000000004,59.729629,-136.49408400000002,-134.32798200000002,2530
977,Sheridan,20179,39.131992,39.568102,-100.72157,-100.16166700000001,2521
93,Wrangell,2275,55.636609,56.903305,-133.169362,-130.997924,2502
2010,Hettinger,38041,46.205237,46.631078,-102.928003,-101.997786,2499
2015,McIntosh,38051,45.939731,46.283527,-99.880205,-99.002937,2497
2793,Rich,49033,41.141009000000004,42.001618,-111.511874,-111.04578899999998,2483
920,Graham,20065,39.131676,39.567446999999994,-100.16434699999999,-99.601623,2482
2011,Kidder,38043,46.631509,47.327472,-100.115256,-99.44623399999999,2480
936,Kiowa,20097,37.381021999999994,37.734925,-99.559656,-99.011499,2475
2405,McPherson,46089,45.591252000000004,45.941084000000004,-99.718071,-98.724374,2379
3133,Niobrara,56027,42.608787,43.503328,-104.899941,-104.052585,2356
1692,Greeley,31077,41.393637,41.741209999999995,-98.752225,-98.29086600000001,2356
2416,Sanborn,46111,43.849857,44.196751,-98.332176,-97.849492,2344
1623,Liberty,30051,48.132205,48.998667,-111.409097,-110.74259099999999,2337
2027,Renville,38075,48.458427,48.999674,-102.02171700000001,-101.059624,2327
2385,Faulk,46049,44.896879999999996,45.245538,-99.573761,-98.716404,2299
504,Quitman,13239,31.770963000000002,31.991857,-85.141931,-84.90700600000001,2299
2003,Eddy,38027,47.587096,47.847615999999995,-99.29738,-98.500078,2287
2008,Grant,38037,46.006766999999996,46.718019,-102.09662900000001,-101.02381899999999,2274
2644,Jeff Davis,48243,30.412190000000002,31.105203000000003,-104.979801,-103.439976,2274
2001,Divide,38023,48.633083,48.999877000000005,-104.05004,-102.885599,2264
302,Sedgwick,8115,40.748896,41.002596999999994,-102.653488,-102.051392,2248
2009,Griggs,38039,47.240453,47.672557,-98.500312,-97.960465,2231
2965,Garfield,53023,45.997813,46.703678000000004,-117.86326100000001,-117.22875800000001,2225
1990,Adams,38001,45.944521,46.283196000000004,-102.995884,-101.997888,2216
2409,Miner,46097,43.848526,44.195464,-97.851412,-97.369458,2216
2585,Dickens,48125,33.397179,33.835678,-101.041158,-100.517449,2211
2864,Highland,51091,38.180419,38.591515,-79.810154,-79.308161,2190
2037,Towner,38095,48.370315999999995,49.000006,-99.525963,-98.970285,2189
2577,Culberson,48109,30.663626,32.000664,-104.918691,-104.024521,2171
2414,Potter,46107,44.897263,45.246815999999995,-100.424166,-99.572699,2153
76,Hoonah-Angoon,2105,56.863969999999995,59.410619999999994,-138.028575,-132.367984,2148
2686,Menard,48327,30.710365999999997,31.087994000000002,-100.116672,-99.483808,2138
2143,Cimarron,40025,36.500238,37.000104,-103.002455,-102.028075,2137
1651,Wheatland,30107,46.218757000000004,46.752685,-110.28185900000001,-109.387853,2126
989,Wichita,20203,38.26279,38.701608,-101.567489,-101.125436,2119
1272,Keweenaw,26083,47.199704,48.306063,-89.68073000000001,-87.112114,2116
1996,Burke,38013,48.546114,48.999431,-102.939936,-102.02114399999999,2115
2702,Oldham,48359,35.183026,35.627515,-103.042773,-102.162724,2112
1093,Robertson,21201,38.422286,38.608621,-84.183903,-83.930348,2108
72,Denali,2068,62.722004000000005,64.365138,-153.001339,-146.972014,2097
2408,Mellette,46095,43.389078999999995,43.857954,-101.228445,-100.214083,2061
261,Dolores,8033,37.484684,37.895538,-109.04348799999998,-107.860845,2055
1752,Eureka,32011,39.161228,41.000398,-116.600994,-115.79486399999999,2029
2397,Jerauld,46073,43.934943,44.196994000000004,-98.927172,-98.331335,2013
1595,Worth,29227,40.384254,40.571901000000004,-94.632307,-94.214162,2013
1620,Judith Basin,30045,46.672146999999995,47.417019,-110.788306,-109.74597800000001,2007
981,Stanton,20187,37.388384,37.738541,-102.04215500000001,-101.525751,2006
900,Clark,20025,36.999528999999995,37.474835999999996,-100.10739699999999,-99.54111400000001,1994
1690,Gosper,31073,40.351012,40.700198,-100.095095,-99.642209,1990
1689,Garfield,31071,41.740305,42.088588,-99.22273299999999,-98.759062,1969
2369,Buffalo,46017,43.933124,44.196785999999996,-99.576571,-98.925953,1962
2022,Oliver,38065,46.980962,47.296581,-101.764812,-100.878371,1959
2591,Edwards,48137,29.623263,30.290698,-100.700845,-99.754142,1932
1661,Boyd,31015,42.761207,42.998599,-99.257635,-98.305031,1919
2218,Gilliam,41021,45.065163,45.812481,-120.65356799999999,-119.75982900000001,1912
2388,Haakon,46055,43.994381,44.747126,-102.007739,-101.046616,1899
2035,Steele,38091,47.238972,47.672363,-97.986626,-97.451208,1890
2528,Armstrong,48011,34.747415999999994,35.183239,-101.629396,-101.086281,1887
1627,Meagher,30059,46.18421,47.088184000000005,-111.65813100000001,-110.27311599999999,1862
2013,Logan,38047,46.28239,46.632926,-99.917548,-99.036465,1850
1688,Garden,31069,41.221345,42.009209999999996,-102.67909300000001,-101.984429,1837
253,Cheyenne,8017,38.61245,39.047082,-103.172943,-102.044792,1831
1678,Deuel,31049,41.002189,41.222076,-102.621033,-102.05171700000001,1794
929,Hodgeman,20083,37.912690000000005,38.262239,-100.227137,-99.569508,1794
2235,Sherman,41055,45.082949,45.737246999999996,-121.03120200000001,-120.357689,1780
2006,Golden Valley,38033,46.540745,47.330249,-104.046322,-103.60906999999999,1761
1801,De Baca,35011,33.995413,34.779516,-104.89314099999999,-103.945621,1748
904,Comanche,20033,36.999221,37.384296,-99.544792,-99.00030100000001,1700
1682,Dundy,31057,40.002385,40.350553000000005,-102.05197199999999,-101.323353,1693
1607,Daniels,30019,48.562481,48.99982,-106.152064,-104.97303600000001,1690
1635,Powder River,30075,44.993455,45.788702,-106.27968200000001,-104.981241,1682
1625,McCone,30055,47.092675,48.097903,-106.430477,-105.19368999999999,1664
81,Lake and Peninsula,2164,55.628871,60.908538,-159.903652,-153.393194,1592
2545,Briscoe,48045,34.312217,34.748377000000005,-101.472076,-100.944906,1546
517,Taliaferro,13265,33.438099,33.733333,-83.014038,-82.679975,1537
2640,Irion,48235,31.079379,31.530034999999998,-101.274799,-100.688764,1536
938,Lane,20101,38.262134,38.700226,-100.688006,-100.244249,1535
987,Wallace,20199,38.697567,39.134799,-102.047161,-101.478195,1518
2746,Throckmorton,48447,32.956415,33.399023,-99.472444,-98.950875,1501
2792,Piute,49031,38.145564,38.512178000000006,-112.51850400000001,-111.766741,1479
2609,Glasscock,48173,31.650854,32.087533,-101.776085,-101.264216,1409
275,Kiowa,8061,38.265004,38.615727,-103.506985,-102.04440100000001,1406
2573,Cottle,48101,33.835607,34.314102,-100.518692,-99.997621,1398
273,Jackson,8057,40.323382,41.002702,-106.873221,-105.85175500000001,1392
2420,Sully,46119,44.547381,44.898295000000005,-100.72931899999999,-99.67305,1391
2371,Campbell,46021,45.593121000000004,45.943653000000005,-100.499371,-99.717457,1376
1728,Rock,31149,42.086009000000004,42.804296,-99.677719,-99.234064,1357
2739,Stonewall,48433,32.959801,33.398052,-100.51920799999999,-99.988827,1350
2242,Wheeler,41069,44.306662,45.06875,-120.495648,-119.652128,1332
1428,Issaquena,28055,32.411184999999996,33.011331,-91.214027,-90.691405,1327
2031,Sheridan,38083,47.327087,47.847774,-100.673582,-100.03267,1315
2395,Hyde,46069,44.192421,44.897515000000006,-99.676419,-99.30018000000001,1301
2392,Harding,46063,45.212524,45.945377,-104.045441,-102.942037,1298
2738,Sterling,48431,31.556462,32.087323,-101.26771,-100.82159399999999,1291
1614,Garfield,30033,46.845251,47.983016,-107.968496,-106.086404,1258
1603,Carter,30011,44.99738,46.136762,-105.03856999999999,-104.039138,1252
923,Greeley,20071,38.262322,38.699678999999996,-102.045384,-101.567059,1232
2695,Motley,48345,33.833625,34.314190999999994,-101.041763,-100.51734,1200
89,Skagway,2230,59.340621,59.799626,-135.722551,-134.993255,1183
1736,Sioux,31165,42.000402,43.001707,-104.053152,-103.400971,1166
2600,Foard,48155,33.733849,34.242024,-100.04848,-99.474498,1155
187,Alpine,6003,38.326879999999996,38.933324,-120.07333100000001,-119.542332,1129
563,Camas,16025,43.197699,43.858610999999996,-115.086809,-114.374579,1106
1637,Prairie,30079,46.540403000000005,47.18162,-106.086968,-104.60338399999999,1077
1652,Wibaux,30109,46.641273,47.397709000000006,-104.60742900000001,-104.044715,969
2781,Daggett,49009,40.662385,41.002059,-110.00071100000001,-109.048432,950
1993,Billings,38007,46.62952,47.329353999999995,-103.667564,-103.03241700000001,928
1696,Hayes,31085,40.349302,40.700258000000005,-101.345398,-100.777376,922
2398,Jones,46075,43.707461,44.168791999999996,-101.064626,-100.33896999999999,903
1751,Esmeralda,32009,36.971111,38.473797,-118.42814399999999,-117.16476499999999,873
2719,Roberts,48393,35.61908,36.057990000000004,-101.086146,-100.539512,854
567,Clark,16033,43.971940000000004,44.571631,-112.995402,-111.617074,845
71,Bristol Bay,2060,58.609609999999996,58.894948,-158.001499,-156.317217,836
1616,Golden Valley,30037,46.044484999999995,46.751597,-109.65430400000001,-108.77866100000001,821
271,Hinsdale,8053,37.422672999999996,38.147267,-107.59136699999999,-107.000602,820
1705,Keya Paha,31103,42.717626,42.998692999999996,-100.198536,-99.25396500000001,806
1745,Wheeler,31183,41.740359000000005,42.088875,-98.761183,-98.29540899999999,783
2744,Terrell,48443,29.779134000000003,30.658323,-102.56705,-101.646227,776
284,Mineral,8079,37.392303999999996,37.975039,-107.14513799999999,-106.693523,769
2654,Kent,48263,32.96291,33.399060999999996,-101.038884,-100.517048,762
2033,Slope,38087,46.279773,46.630201,-104.046095,-102.924375,750
1710,Logan,31113,41.393137,41.740127,-100.71484699999999,-100.251098,748
1657,Banner,31007,41.39293,41.699858,-104.052899,-103.367114,745
2678,McMullen,48311,28.057127,28.648386,-98.803325,-98.334189,743
300,San Juan,8111,37.639478000000004,37.965015,-107.97506000000001,-107.458114,728
1739,Thomas,31171,41.739446,42.088165999999994,-100.846129,-100.265474,722
1649,Treasure,30103,45.870088,46.482504999999996,-107.738547,-106.938953,696
1699,Hooker,31091,41.739903000000005,42.092194,-101.42668,-100.84245899999999,682
1711,Loup,31115,41.740207,42.088035999999995,-99.68697,-99.221714,664
2539,Borden,48033,32.52398,32.963611,-101.69133000000001,-101.173378,654
1806,Harding,35021,35.389472,36.218761,-104.439215,-103.364795,625
1691,Grant,31075,41.741828999999996,42.096406,-102.067918,-101.42591999999999,623
94,Yakutat,2282,58.781314,60.52774599999999,-143.889952,-137.498558,579
1712,McPherson,31117,41.393511,41.743586,-101.407268,-100.711711,494
1632,Petroleum,30069,46.748833000000005,47.598449,-108.73671100000001,-107.825304,487
1658,Blaine,31009,41.738459000000006,42.086147,-100.268129,-99.68624399999999,465
1656,Arthur,31005,41.394663,41.7432,-101.98559200000001,-101.40641600000001,463
2653,Kenedy,48261,26.597884000000004,27.284001,-97.985892,-97.225374,404
2657,King,48269,33.396997,33.836147,-100.518691,-99.99098000000001,272
2673,Loving,48301,31.650558,32.000554,-103.98406,-103.32650100000001,169
548,Kalawao,15005,21.129479,21.274619,-157.015058,-156.871195,86
3174,Guaynabo,72061,18.2777,18.440542,-66.14411899999999,-66.080428,0
3220,Yauco,72153,17.950825,18.171242000000003,-66.926517,-66.796077,0
3149,Arecibo,72013,18.315205,18.544145999999998,-66.770658,-66.578441,0
3184,Lares,72081,18.170344,18.368177,-66.912859,-66.817133,0
3183,Lajas,72079,17.883762,18.066408,-67.115871,-66.958748,0
3172,Guayama,72057,17.877036,18.107602,-66.225359,-66.053146,0
3201,Quebradillas,72115,18.36561,18.540451,-66.968564,-66.8989,0
3194,Morovis,72101,18.255846,18.378107,-66.465142,-66.36527199999999,0
3202,Rincón,72117,18.252638,18.418924,-67.323412,-67.18169499999999,0
3196,Naranjito,72105,18.240967,18.334194,-66.314074,-66.20464,0
3185,Las Marías,72083,18.187744,18.290028,-67.082002,-66.897964,0
3186,Las Piedras,72085,18.117735,18.275246,-65.928341,-65.815653,0
3164,Coamo,72043,18.015455,18.176736,-66.44456,-66.257527,0
3150,Arroyo,72015,17.894130999999998,18.040472,-66.095209,-65.987551,0
3170,Florida,72054,18.337308,18.413308999999998,-66.591656,-66.530529,0
3190,Maricao,72093,18.137981,18.207916,-67.051461,-66.83676,0
3219,Yabucoa,72151,17.965504,18.126145,-66.010887,-65.739112,0
3173,Guayanilla,72059,17.898993,18.138652,-66.858233,-66.732974,0
3195,Naguabo,72103,18.116113000000002,18.296545000000002,-65.831388,-65.654728,0
3189,Manatí,72091,18.350254999999997,18.540805,-66.543785,-66.436752,0
3158,Carolina,72031,18.270104999999997,18.516598000000002,-66.043086,-65.901782,0
3169,Fajardo,72053,18.267574,18.45126,-65.753591,-65.469132,0
3165,Comerío,72045,18.172857999999998,18.277096,-66.27099399999999,-66.168775,0
3143,Adjuntas,72001,18.111929,18.250344000000002,-66.83723499999999,-66.664697,0
3152,Barranquitas,72019,18.152088,18.249704,-66.373896,-66.24035699999999,0
3144,Aguada,72003,18.312691,18.44228,-67.24938399999999,-67.126434,0
3159,Cataño,72033,18.420801,18.465632,-66.17030600000001,-66.108281,0
3211,Toa Alta,72135,18.315908,18.401477,-66.319241,-66.19698000000001,0
